from playwright.sync_api import sync_playwright

def run():
    with sync_playwright() as p:
        browser = p.chromium.launch(headless=False)
        page = browser.new_page()
        page.goto("https://www.mercadolivre.com.br/", timeout=60000)

        # Espera os carrosséis carregarem completamente
        page.wait_for_selector('.CarouselDynamic', timeout=15000)

        # Pegando todos os carrosséis
        carrosseis = page.query_selector_all('.CarouselDynamic')
        print(f'Total de carrosséis encontrados: {len(carrosseis)}')

        for carrossel in carrosseis:
            # Pegando o título da categoria dentro do carrossel
            titulo_element = carrossel.query_selector('.dynamic-carousel__container--with-link h2')
            if titulo_element:
                titulo_texto = titulo_element.inner_text()
                print(f'Título encontrado: {titulo_texto}')
            else:
                print('Título não encontrado para esse carrossel')
                titulo_texto = 'Sem título'

            # Pegando todos os produtos dentro do carrossel
            produtos = carrossel.query_selector_all('.andes-carousel-snapped__slide')
            print(f'Produtos encontrados: {len(produtos)}')

            for produto in produtos:
                titulo_produto = produto.query_selector('h3.dynamic-carousel__title')
                preco = produto.query_selector('span.dynamic-carousel__price span')
                link = produto.query_selector('a.splinter-link')
                imagem = produto.query_selector('img.dynamic-carousel__img')

                print({
                    'categoria': titulo_texto,
                    'titulo': titulo_produto.inner_text() if titulo_produto else None,
                    'preco': preco.inner_text() if preco else None,
                    'link': link.get_attribute('href') if link else None,
                    'imagem': imagem.get_attribute('src') if imagem else None,
                })

        browser.close()

if __name__ == '__main__':
    run()
Categoria,Titulo,Ranking_venda,Preco,Link_produto,Link_imagem_produto,Data
Games,Apple iPhone 13 (128 GB) - Estelar - Distribuidor Autorizado,17,3,https://www.mercadolivre.com.br/apple-iphone-13-128-gb-estelar-distribuidor-autorizado/p/MLB1018500855#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=17&c_campaign=celulares-e-telefones&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=ebfbccc0-299c-11f0-9ecf-f94aa7abff9d&c_element_id=ebfbccc0-299c-11f0-9ecf-f94aa7abff9d&c_global_position=6,https://http2.mlstatic.com/D_Q_NP_916682-MLA47782359266_102021-P.webp,2025-05-05 07:37:18.870485
Games,Smartphone Motorola Edge 50 Fusion 5G - 256GB 16GB (8GB RAM+8GB Ram Boost) 50MP Sony AI Camera IP68 NFC - Blue Teal,18,2,https://www.mercadolivre.com.br/smartphone-motorola-edge-50-fusion-5g-256gb-16gb-8gb-ram8gb-ram-boost-50mp-sony-ai-camera-ip68-nfc-blue-teal/p/MLB36687684#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=18&c_campaign=celulares-e-telefones&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=ebfbccc1-299c-11f0-9ecf-f94aa7abff9d&c_element_id=ebfbccc1-299c-11f0-9ecf-f94aa7abff9d&c_global_position=6,https://http2.mlstatic.com/D_Q_NP_938321-MLU78185699400_082024-P.webp,2025-05-05 07:37:18.870485
Games,Samsung Galaxy Fit3 Pulseira Esportiva Branca,19,345,https://www.mercadolivre.com.br/samsung-galaxy-fit3-pulseira-esportiva-branca/p/MLB34062353#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=19&c_campaign=celulares-e-telefones&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=ebfbccc2-299c-11f0-9ecf-f94aa7abff9d&c_element_id=ebfbccc2-299c-11f0-9ecf-f94aa7abff9d&c_global_position=6,https://http2.mlstatic.com/D_Q_NP_619994-MLU74591229718_022024-P.webp,2025-05-05 07:37:18.870485
Games,Smartphone Motorola Moto g75 5G - 256GB 16GB (8GB RAM+8GB Ram Boost) e 50MP Sony Lytia 600 Camera Moto AI Ultrarresistencia militar - Preto,20,1,https://www.mercadolivre.com.br/smartphone-motorola-moto-g75-5g-256gb-16gb-8gb-ram8gb-ram-boost-e-50mp-sony-lytia-600-camera-moto-ai-ultrarresistencia-militar-preto/p/MLB45527247#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=20&c_campaign=celulares-e-telefones&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=ebfbccc3-299c-11f0-9ecf-f94aa7abff9d&c_element_id=ebfbccc3-299c-11f0-9ecf-f94aa7abff9d&c_global_position=6,https://http2.mlstatic.com/D_Q_NP_971010-MLA81981141205_012025-P.webp,2025-05-05 07:37:18.870485
Games,Kit 200 Folhas Papel Fotografico A4 Glossy 180g Masterprint Cor Branco,1,52,https://www.mercadolivre.com.br/kit-200-folhas-papel-fotografico-a4-glossy-180g-masterprint-cor-branco/p/MLB26953616#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=1&c_campaign=informatica&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=ebfbccc4-299c-11f0-9ecf-f94aa7abff9d&c_element_id=ebfbccc4-299c-11f0-9ecf-f94aa7abff9d&c_global_position=7,https://http2.mlstatic.com/D_Q_NP_734547-MLU71658250835_092023-P.webp,2025-05-05 07:37:18.870485
Games,Mouse Sem Fio Recarregável Wireless Optico Led Rgb 2.4ghz Bluetooth Ergonômico Sem Fio Para Pc Desktop Notebook Tablet Smartphone Casenn,2,20,https://www.mercadolivre.com.br/mouse-sem-fio-recarregavel-wireless-optico-led-rgb-24ghz-bluetooth-ergonmico-sem-fio-para-pc-desktop-notebook-tablet-smartphone-casenn/p/MLB47144876#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=2&c_campaign=informatica&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=ebfbccc5-299c-11f0-9ecf-f94aa7abff9d&c_element_id=ebfbccc5-299c-11f0-9ecf-f94aa7abff9d&c_global_position=7,https://http2.mlstatic.com/D_Q_NP_861416-MLA82794299738_032025-P.webp,2025-05-05 07:37:18.870485
Games,Fone De Ouvido Headphone Dapon H02d Bluetooth 5.1 Com Microfone Cor Preto,3,78,https://www.mercadolivre.com.br/fone-de-ouvido-headphone-dapon-h02d-bluetooth-51-com-microfone-cor-preto/p/MLB24117280#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=3&c_campaign=informatica&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=ebfbccc6-299c-11f0-9ecf-f94aa7abff9d&c_element_id=ebfbccc6-299c-11f0-9ecf-f94aa7abff9d&c_global_position=7,https://http2.mlstatic.com/D_Q_NP_932400-MLU77117788070_062024-P.webp,2025-05-05 07:37:18.870485
Games,Impressora multifuncional cor Epson L3250 220V,4,1,https://www.mercadolivre.com.br/impressora-multifuncional-cor-epson-l3250-220v/p/MLB18446929#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=4&c_campaign=informatica&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=ebfbccc7-299c-11f0-9ecf-f94aa7abff9d&c_element_id=ebfbccc7-299c-11f0-9ecf-f94aa7abff9d&c_global_position=7,https://http2.mlstatic.com/D_Q_NP_984266-MLA48196101433_112021-P.webp,2025-05-05 07:37:18.870485
Games,Fone de ouvido Tune 520bt Branco Dobrável JBL,5,218,https://www.mercadolivre.com.br/fone-de-ouvido-tune-520bt-branco-dobravel-jbl/p/MLB23875643#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=5&c_campaign=informatica&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=ebfbccc8-299c-11f0-9ecf-f94aa7abff9d&c_element_id=ebfbccc8-299c-11f0-9ecf-f94aa7abff9d&c_global_position=7,https://http2.mlstatic.com/D_Q_NP_763537-MLU73335304666_122023-P.webp,2025-05-05 07:37:18.870485
Games,Cadeira de escritório Pctop Office Fit 1001 9050 ergonômica branca com estofado de mesh y tecido,6,337,https://www.mercadolivre.com.br/cadeira-de-escritorio-pctop-office-fit-1001-9050-ergonmica-branca-com-estofado-de-mesh-y-tecido/p/MLB17811237#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=6&c_campaign=informatica&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=ebfbccc9-299c-11f0-9ecf-f94aa7abff9d&c_element_id=ebfbccc9-299c-11f0-9ecf-f94aa7abff9d&c_global_position=7,https://http2.mlstatic.com/D_Q_NP_905601-MLA50726432804_072022-P.webp,2025-05-05 07:37:18.870485
Games,Papel A4 Sulfite Premium 75g 500 Folhas Report. Cor Branco - Kit 01 resma,7,25,https://www.mercadolivre.com.br/papel-a4-sulfite-premium-75g-500-folhas-report-cor-branco-kit-01-resma/p/MLB21590318#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=7&c_campaign=informatica&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=ebfbccca-299c-11f0-9ecf-f94aa7abff9d&c_element_id=ebfbccca-299c-11f0-9ecf-f94aa7abff9d&c_global_position=7,https://http2.mlstatic.com/D_Q_NP_952214-MLU75409069809_032024-P.webp,2025-05-05 07:37:18.870485
Games,Filamento Pla Velvet  Preto 1kg - 1.75mm Nacional Voolt,8,119,https://www.mercadolivre.com.br/filamento-pla-velvet-preto-1kg-175mm-nacional-voolt/p/MLB24741975#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=8&c_campaign=informatica&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=ebfbcccb-299c-11f0-9ecf-f94aa7abff9d&c_element_id=ebfbcccb-299c-11f0-9ecf-f94aa7abff9d&c_global_position=7,https://http2.mlstatic.com/D_Q_NP_700084-MLA80045980309_102024-P.webp,2025-05-05 07:37:18.870485
Games,Fone De Ouvido Kdpan Sem Fio Tws Bluetooth 5.1 Original Kaidi KD-770,9,56,https://www.mercadolivre.com.br/fone-de-ouvido-kdpan-sem-fio-tws-bluetooth-51-original-kaidi-kd-770/p/MLB19725178#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=9&c_campaign=informatica&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=ebfbcccc-299c-11f0-9ecf-f94aa7abff9d&c_element_id=ebfbcccc-299c-11f0-9ecf-f94aa7abff9d&c_global_position=7,https://http2.mlstatic.com/D_Q_NP_721074-MLU77375783169_072024-P.webp,2025-05-05 07:37:18.870485
Games,Controle joystick sem fio Sony PlayStation 5 DualSense midnight black,10,474,https://www.mercadolivre.com.br/controle-joystick-sem-fio-sony-playstation-5-dualsense-midnight-black/p/MLB18010993#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=10&c_campaign=informatica&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=ebfbcccd-299c-11f0-9ecf-f94aa7abff9d&c_element_id=ebfbcccd-299c-11f0-9ecf-f94aa7abff9d&c_global_position=7,https://http2.mlstatic.com/D_Q_NP_729596-MLA79693497087_102024-P.webp,2025-05-05 07:37:18.870485
Games,Impressora multifuncional cor HP Multifuncional DeskJet Ink Advantage 2874 127/220V,11,449,https://www.mercadolivre.com.br/impressora-multifuncional-cor-hp-multifuncional-deskjet-ink-advantage-2874-127220v/p/MLB34923702#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=11&c_campaign=informatica&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=ebfbccce-299c-11f0-9ecf-f94aa7abff9d&c_element_id=ebfbccce-299c-11f0-9ecf-f94aa7abff9d&c_global_position=7,https://http2.mlstatic.com/D_Q_NP_829603-MLU75230591366_032024-P.webp,2025-05-05 07:37:18.870485
Games,"Notebook Samsung Galaxy Book4 Intel® U300 (1.20 Ghz, até 4.4GHz, 8 MB L3 Cache), Windows 11 Home, 8GB, 256GB SSD, UHD Graphics, 15.6'' Full HD LED, 1.55kg",12,2,https://www.mercadolivre.com.br/notebook-samsung-galaxy-book4-intel-u300-120-ghz-ate-44ghz-8-mb-l3-cache-windows-11-home-8gb-256gb-ssd-uhd-graphics-156-full-hd-led-155kg/p/MLB40347107#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=12&c_campaign=informatica&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=ebfbcccf-299c-11f0-9ecf-f94aa7abff9d&c_element_id=ebfbcccf-299c-11f0-9ecf-f94aa7abff9d&c_global_position=7,https://http2.mlstatic.com/D_Q_NP_876091-MLU78776215826_092024-P.webp,2025-05-05 07:37:18.870485
Games,Mouse sem fio Logitech M170 branco,13,99,https://www.mercadolivre.com.br/mouse-sem-fio-logitech-m170-branco/p/MLB25734684#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=13&c_campaign=informatica&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=ebfbccd0-299c-11f0-9ecf-f94aa7abff9d&c_element_id=ebfbccd0-299c-11f0-9ecf-f94aa7abff9d&c_global_position=7,https://http2.mlstatic.com/D_Q_NP_969119-MLU70850261145_082023-P.webp,2025-05-05 07:37:18.870485
Games,Webcam Camera Full Hd Zoom 1080p 360 Graus Videoconferencia Streamcam Web Cam Entrada Usb 2.0 Com Microfone- Floresta Urbana,14,54,https://www.mercadolivre.com.br/webcam-camera-full-hd-zoom-1080p-360-graus-videoconferencia-streamcam-web-cam-entrada-usb-20-com-microfone-floresta-urbana/p/MLB46220824#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=14&c_campaign=informatica&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=ebfbccd1-299c-11f0-9ecf-f94aa7abff9d&c_element_id=ebfbccd1-299c-11f0-9ecf-f94aa7abff9d&c_global_position=7,https://http2.mlstatic.com/D_Q_NP_672691-MLA82614414811_022025-P.webp,2025-05-05 07:37:18.870485
Games,Impressora Multifuncional HP Smart Tank 584 color negro 110/220V,15,863,https://www.mercadolivre.com.br/impressora-multifuncional-hp-smart-tank-584-color-negro-110220v/p/MLB34801962#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=15&c_campaign=informatica&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=ebfbccd2-299c-11f0-9ecf-f94aa7abff9d&c_element_id=ebfbccd2-299c-11f0-9ecf-f94aa7abff9d&c_global_position=7,https://http2.mlstatic.com/D_Q_NP_942527-MLU75603659168_042024-P.webp,2025-05-05 07:37:18.870485
Games,Papel Fotográfico Adesivo 130g A4 Glossy Masterprint 100 Fls Cor Branco,16,47,https://www.mercadolivre.com.br/papel-fotografico-adesivo-130g-a4-glossy-masterprint-100-fls-cor-branco/p/MLB21722192#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=16&c_campaign=informatica&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=ebfbccd3-299c-11f0-9ecf-f94aa7abff9d&c_element_id=ebfbccd3-299c-11f0-9ecf-f94aa7abff9d&c_global_position=7,https://http2.mlstatic.com/D_Q_NP_810385-MLU75436572342_042024-P.webp,2025-05-05 07:37:18.870485
Games,Cartucho HP 667 Preto 2376 2776 6476,17,60,https://www.mercadolivre.com.br/cartucho-hp-667-preto-2376-2776-6476/p/MLB22022306#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=17&c_campaign=informatica&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=ebfbccd4-299c-11f0-9ecf-f94aa7abff9d&c_element_id=ebfbccd4-299c-11f0-9ecf-f94aa7abff9d&c_global_position=7,https://http2.mlstatic.com/D_Q_NP_826232-MLC43237791399_082020-P.webp,2025-05-05 07:37:18.870485
Games,Fone De Ouvido Qcy T1c Bluetooth 5.1 Case 380mah Cor Preto,18,119,https://www.mercadolivre.com.br/fone-de-ouvido-qcy-t1c-bluetooth-51-case-380mah-cor-preto/p/MLB15285466#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=18&c_campaign=informatica&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=ebfbccd5-299c-11f0-9ecf-f94aa7abff9d&c_element_id=ebfbccd5-299c-11f0-9ecf-f94aa7abff9d&c_global_position=7,https://http2.mlstatic.com/D_Q_NP_870214-MLA40812894039_022020-P.webp,2025-05-05 07:37:18.870485
Games,Report A4 Multifunção De 500 Folhas De 75g Branco De 5 Unidades Por Kit,19,175,https://www.mercadolivre.com.br/report-a4-multifunco-de-500-folhas-de-75g-branco-de-5-unidades-por-kit/p/MLB45255286#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=19&c_campaign=informatica&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=ebfbccd6-299c-11f0-9ecf-f94aa7abff9d&c_element_id=ebfbccd6-299c-11f0-9ecf-f94aa7abff9d&c_global_position=7,https://http2.mlstatic.com/D_Q_NP_755457-MLA81564933140_012025-P.webp,2025-05-05 07:37:18.870485
Games,Fone De Ouvido Sem Fio Galaxy Buds Fe Grafite Samsung SM-R400,20,354,https://www.mercadolivre.com.br/fone-de-ouvido-sem-fio-galaxy-buds-fe-grafite-samsung-sm-r400/p/MLB29595951#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=20&c_campaign=informatica&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=ebfbccd7-299c-11f0-9ecf-f94aa7abff9d&c_element_id=ebfbccd7-299c-11f0-9ecf-f94aa7abff9d&c_global_position=7,https://http2.mlstatic.com/D_Q_NP_643567-MLU76659575947_052024-P.webp,2025-05-05 07:37:18.870485
Games,Fone de ouvido sem fio JBL Tune 520BT Dobrável Preto,1,218,https://www.mercadolivre.com.br/fone-de-ouvido-sem-fio-jbl-tune-520bt-dobravel-preto/p/MLB23997257#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=1&c_campaign=eletronicos-audio-e-video&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=ebfbccd8-299c-11f0-9ecf-f94aa7abff9d&c_element_id=ebfbccd8-299c-11f0-9ecf-f94aa7abff9d&c_global_position=8,https://http2.mlstatic.com/D_Q_NP_986177-MLU73187129209_122023-P.webp,2025-05-05 07:37:18.870485
Games,Tv Box Aquário Stv-3000 Plus 4k 16gb 5 geração,2,212,https://www.mercadolivre.com.br/tv-box-aquario-stv-3000-plus-4k-16gb-5-geraco/p/MLB35587178#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=2&c_campaign=eletronicos-audio-e-video&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=ebfbccd9-299c-11f0-9ecf-f94aa7abff9d&c_element_id=ebfbccd9-299c-11f0-9ecf-f94aa7abff9d&c_global_position=8,https://http2.mlstatic.com/D_Q_NP_913865-MLU75700830541_042024-P.webp,2025-05-05 07:37:18.870485
Games,Fone de ouvido in-ear sem fio Kaidi KD-770 TWS preto,3,56,https://www.mercadolivre.com.br/fone-de-ouvido-in-ear-sem-fio-kaidi-kd-770-tws-preto/p/MLB26696654#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=3&c_campaign=eletronicos-audio-e-video&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=ebfbccda-299c-11f0-9ecf-f94aa7abff9d&c_element_id=ebfbccda-299c-11f0-9ecf-f94aa7abff9d&c_global_position=8,https://http2.mlstatic.com/D_Q_NP_897289-MLU77354815783_062024-P.webp,2025-05-05 07:37:18.870485
Games,Pilha Alcalina Aaa Palito Duracell Com 16 Unidades,4,71,https://www.mercadolivre.com.br/pilha-alcalina-aaa-palito-duracell-com-16-unidades/p/MLB16142959#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=4&c_campaign=eletronicos-audio-e-video&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=ebfbccdb-299c-11f0-9ecf-f94aa7abff9d&c_element_id=ebfbccdb-299c-11f0-9ecf-f94aa7abff9d&c_global_position=8,https://http2.mlstatic.com/D_Q_NP_991139-MLU76561326235_052024-P.webp,2025-05-05 07:37:18.870485
Games,Fone De Ouvido Qcy T13 Com 4 Microfones E Bluetooth 5.1 BH22DT10A Cor Branco,5,188,https://www.mercadolivre.com.br/fone-de-ouvido-qcy-t13-com-4-microfones-e-bluetooth-51-bh22dt10a-cor-branco/p/MLB18651964#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=5&c_campaign=eletronicos-audio-e-video&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=ebfbccdc-299c-11f0-9ecf-f94aa7abff9d&c_element_id=ebfbccdc-299c-11f0-9ecf-f94aa7abff9d&c_global_position=8,https://http2.mlstatic.com/D_Q_NP_739289-MLA49784183100_042022-P.webp,2025-05-05 07:37:18.870485
Games,Echo Pop Smart Speaker Amazon Cor Preto C2H4R9,6,282,https://www.mercadolivre.com.br/echo-pop-smart-speaker-amazon-cor-preto-c2h4r9/p/MLB23995388#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=6&c_campaign=eletronicos-audio-e-video&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=ebfbccdd-299c-11f0-9ecf-f94aa7abff9d&c_element_id=ebfbccdd-299c-11f0-9ecf-f94aa7abff9d&c_global_position=8,https://http2.mlstatic.com/D_Q_NP_948632-MLU72538217860_112023-P.webp,2025-05-05 07:37:18.870485
Games,Roku Express | Dispositivo De Streaming Para Tv Hd/full Hd Com Controle Remoto,7,233,https://www.mercadolivre.com.br/roku-express-dispositivo-de-streaming-para-tv-hdfull-hd-com-controle-remoto/p/MLB15970894#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=7&c_campaign=eletronicos-audio-e-video&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=ebfbccde-299c-11f0-9ecf-f94aa7abff9d&c_element_id=ebfbccde-299c-11f0-9ecf-f94aa7abff9d&c_global_position=8,https://http2.mlstatic.com/D_Q_NP_732390-MLA81821400068_012025-P.webp,2025-05-05 07:37:18.870485
Games,Suporte Tri-articulado Com Braço Longo 26 A 60 Aquário Cor Preto,8,74,https://www.mercadolivre.com.br/suporte-tri-articulado-com-braco-longo-26-a-60-aquario-cor-preto/p/MLB20816276#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=8&c_campaign=eletronicos-audio-e-video&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=ebfbccdf-299c-11f0-9ecf-f94aa7abff9d&c_element_id=ebfbccdf-299c-11f0-9ecf-f94aa7abff9d&c_global_position=8,https://http2.mlstatic.com/D_Q_NP_680149-MLA82436067745_022025-P.webp,2025-05-05 07:37:18.870485
Games,Microfone Hollyland Lark M2 Duo Combo Duplo Para 2 Pessoas Cor Preto,9,1,https://www.mercadolivre.com.br/microfone-hollyland-lark-m2-duo-combo-duplo-para-2-pessoas-cor-preto/p/MLB34016199#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=9&c_campaign=eletronicos-audio-e-video&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=ebfbcce0-299c-11f0-9ecf-f94aa7abff9d&c_element_id=ebfbcce0-299c-11f0-9ecf-f94aa7abff9d&c_global_position=8,https://http2.mlstatic.com/D_Q_NP_947018-MLU74678147031_022024-P.webp,2025-05-05 07:37:18.870485
Games,Amazon Echo Dot 5th Gen com assistente virtual Alexa,10,356,https://www.mercadolivre.com.br/amazon-echo-dot-5th-gen-com-assistente-virtual-alexa/p/MLB19795010#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=10&c_campaign=eletronicos-audio-e-video&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=ebfbcce1-299c-11f0-9ecf-f94aa7abff9d&c_element_id=ebfbcce1-299c-11f0-9ecf-f94aa7abff9d&c_global_position=8,https://http2.mlstatic.com/D_Q_NP_746297-MLA79401219670_092024-P.webp,2025-05-05 07:37:18.870485
Games,Kit Receptor De Tv Vivensis Vx10 Sat Hd + Lnbf Simples,11,119,https://www.mercadolivre.com.br/kit-receptor-de-tv-vivensis-vx10-sat-hd-lnbf-simples/p/MLB42921446#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=11&c_campaign=eletronicos-audio-e-video&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=ebfbcce2-299c-11f0-9ecf-f94aa7abff9d&c_element_id=ebfbcce2-299c-11f0-9ecf-f94aa7abff9d&c_global_position=8,https://http2.mlstatic.com/D_Q_NP_807864-MLA82920193681_032025-P.webp,2025-05-05 07:37:18.870485
Games,Smartprojetor Home Cinema 4K Projetor android Bahrein 11.0 resolução 4k hd bluetooth hdmi wifi Branco,12,203,https://www.mercadolivre.com.br/smartprojetor-home-cinema-4k-projetor-android-bahrein-110-resoluco-4k-hd-bluetooth-hdmi-wifi-branco/p/MLB27021708#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=12&c_campaign=eletronicos-audio-e-video&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=ebfbcce3-299c-11f0-9ecf-f94aa7abff9d&c_element_id=ebfbcce3-299c-11f0-9ecf-f94aa7abff9d&c_global_position=8,https://http2.mlstatic.com/D_Q_NP_748800-MLA79585998065_092024-P.webp,2025-05-05 07:37:18.870485
Games,Headset Gamer Com Fio Quantum 100m2 Jbl JBLQTUM100M2BLK Com Mic - Preto,13,168,https://www.mercadolivre.com.br/headset-gamer-com-fio-quantum-100m2-jbl-jblqtum100m2blk-com-mic-preto/p/MLB42071368#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=13&c_campaign=eletronicos-audio-e-video&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=ebfbcce4-299c-11f0-9ecf-f94aa7abff9d&c_element_id=ebfbcce4-299c-11f0-9ecf-f94aa7abff9d&c_global_position=8,https://http2.mlstatic.com/D_Q_NP_647331-MLA79790330098_102024-P.webp,2025-05-05 07:37:18.870485
Games,Smart Box Tv Proeletronic PROSB-3000 3 geração Preto,14,186,https://www.mercadolivre.com.br/smart-box-tv-proeletronic-prosb-3000-3-geraco-preto/p/MLB22431156#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=14&c_campaign=eletronicos-audio-e-video&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=ebfbcce5-299c-11f0-9ecf-f94aa7abff9d&c_element_id=ebfbcce5-299c-11f0-9ecf-f94aa7abff9d&c_global_position=8,https://http2.mlstatic.com/D_Q_NP_884615-MLA82006313218_022025-P.webp,2025-05-05 07:37:18.870485
Games,Carregador De Pilhas Recarregáveis Duracell Aa/aaa Com 4 Aa,15,179,https://www.mercadolivre.com.br/carregador-de-pilhas-recarregaveis-duracell-aaaaa-com-4-aa/p/MLB27819810#c_container_id=not_apply&c_id=%2Fsplinter%2Fcarouseldynamicitem&c_element_order=15&c_campaign=eletronicos-audio-e-video&c_label=%2Fsplinter%2Fcarouseldynamicitem&c_uid=ebfbcce6-299c-11f0-9ecf-f94aa7abff9d&c_element_id=ebfbcce6-299c-11f0-9ecf-f94aa7abff9d&c_global_position=8,https://http2.mlstatic.com/D_Q_NP_782952-MLA74676698844_022024-P.webp,2025-05-05 07:37:18.870485
